item_id,part,root_text,intent_primary,intent_secondary,escalate,reason_code,labeller_confidence_1_3,quality_flags,pred_intent,pred_decision,pred_reason_code,pred_reason,pred_reply,pred_forced_reason,pred_violations,pred_retrieval_max_sim,pred_model_decision
G0027,A,"Har stört mig länge nu på att ni har skrivit ""Ditt Bibliotek"", ""Din daily mix"", ""Din musik2. Är det inte tänkt att det ska vara Mitt Bibliotek när det är just min musik, min daily mix och mina spellistor?? @147836 @8199",feature_request_or_feedback,,True,non_english,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0028,A,@642 @148611 san na po ang PIN number??? Nakailang ulit ko na to https://t.co/NTSEhz4Wvf,account_access_security,,True,non_english,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0029,A,"@115888
Hello, just paid for premium and am not getting the service",payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0034,B,"@117153 Hi I've paid 3 months premium but still free account cab you check on this. Thanks. Here's the ref number LKRVEV91, I've paid again but still free here's the 2nd reference number MUL7GG36",payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0036,B,"@115888 i found out that ive been getting charged with a premium in my itunes “subscription” but i have been unsubscribed since september and i’m just on my free account, i can’t find any help feature to reach out to your app CS",payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0037,A,"@SpotifyCares  i can't join the Spotify Premium, that i had use it for a while but i can't use it since last week! please help",payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0038,A,"So @115888 you kick me off my families Family Plan then your website isn't allowing me to accept the invitation while trying to get back on the plan, why?",family_or_student_plan,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0039,B,@SpotifyCares I can't get spotify to accept payment so I can upgrade to premium. I want to pay you!!! Please help :),payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0040,B,"@115888 I recently updated my account details to claim student discount, however I’m now being charged for Premium and the student price! Please can you help me! 😞",payment_billing_subscription,family_or_student_plan,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0042,A,@115888 when is the hi-fi tier coming?,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0043,A,@127637 des soucis avec la connection @118117 ? Impossible de me reconnecter à ma Play:1 Cc @SpotifyCares @137949,playback_or_app_issue,,True,non_english,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0044,B,@SpotifyCares please please please help me update my payment info. it’s not working. please help,payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0045,A,tell @115888 to fix my album info!,content_request_or_availability,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0047,A,"@SpotifyCares my music is repeatedly being undownloaded or refusing to show up in android. I have cleared caches, reinstalled, managed offline devices and it happens repeatedly - please advise.",playback_or_app_issue,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0049,A,@115888 does the app just not work in Fiji or something? Cause I’ve been trying to sign up and it won’t let me😩😭,content_request_or_availability,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0050,A,@SpotifyCares you guys say i will resiive a email but still i havnt got anny thing,account_access_security,support_followup_or_complaint,True,account_or_pii,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0051,A,"@115888 nothings working or loading it will only let me play songs i’ve downloaded but home and search and browse option won’t load, this is happening for others as well https://t.co/jasAECJVMd",playback_or_app_issue,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0052,A,"@115888 I need you to get tools discography available to stream, this is my only Christmas wish",content_request_or_availability,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0053,A,"@115888 On my iphone X, when I play an album it jumps to random songs.  Only plays one song from the album then goes to another random song.  Just started to happen over the weekend.",playback_or_app_issue,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0054,A,Does anyone know why @115888 isn't working?,playback_or_app_issue,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0055,A,I've picked up on @115888 shuffle algorithm and I just want it to be genuinely random. Can you turn off your algorithm for me? Thanks,library_or_playlist_problem,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0058,B,"@SpotifyCares hi after of 3 months, how much money would have I pay to listen music? Any feature of Spotify app is free? Why you make services have a cost? Tell me motives please. Thanks",payment_billing_subscription,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0059,A,@116130 @SpotifyCares @118062 when will ‘reputation’ be on Spotify!?😫😍,content_request_or_availability,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0060,A,Is anyone else’s @115888 down??,playback_or_app_issue,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0063,A,"@115888 should publish a “Shuffle All” feature that shuffles all of Your Daily Mixes

@125633 @SpotifyCares @117168",feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0064,B,Hey @115888 pls bring back the touch preview feature. It was the best feature you had ☹️,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0066,B,"@SpotifyCares I can't log into spotify application on my computer.   All I get is the message 'service is temporarily unavailable, please try again later. (Error code: 404).  Been like this for a week.  Phone and desktop working fine.",playback_or_app_issue,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0067,B,"@SpotifyCares 
I want to know if you guys charge for the month past or coming month ??? Please answer me!!",payment_billing_subscription,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0068,A,@SpotifyCares hello I'm trying to sign up for the spotify premium for 3 months THING but every every time I put my bank details and click next it says the site is timed out or something,payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0069,A,"Hey @115888 would ❤️ you forever if you could put out a ""Baby, It's Cold Outside""-free holiday playlist 

x, team SG",feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0070,B,"@SpotifyCares Should I be worried about having a lot of my saved music under my ""Liked from Radio"" playlist? Is that ever in danger of being deleted/changed/something?",library_or_playlist_problem,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0071,A,nako spotify,other_unclear,,True,no_actionable_content,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0073,A,"@115888 @SpotifyCares yeah... if you could just fix your app, that would be great 👍🏼 https://t.co/kdFUROKRNy",playback_or_app_issue,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0075,B,"@SpotifyCares hey! Thinking about premium but want to know if album art will show in my car. Will be from downloaded music, not streamed. This is important as it's a deal breaker!!",feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0076,B,@SpotifyCares I'm trying to update my payment information and it keeps kicking me to Spotify for Students. I'm no longer a student; I just want to update my payment info for a premium account. I think this is a website bug,payment_billing_subscription,family_or_student_plan,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0077,A,Fwd: @spotifycares https://t.co/U3XE32TsG4,other_unclear,,True,no_actionable_content,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0078,A,"Dear .@115888 

STOP DELETING MY DAILY MIXES!",library_or_playlist_problem,,True,anger_churn,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0079,B,@SpotifyCares why was I not notified about needing to re-verify my student account eligibility? I tried to get the student account again and the website now says I’m a student but I still can’t access Hulu. Do I have to wait a whole month? And can the $9.99 be reversed?,family_or_student_plan,,True,account_or_pii,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0080,A,Appreciate it. https://t.co/7BxCc61d9G,other_unclear,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0082,A,"@115888 I was listening to Spotify today, tried now and it's logged me out and won't let me sign back in. Tried to reset password but doesn't recognise my username/email. What's going on???",account_access_security,,True,account_or_pii,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0084,B,@117153 I'm premium but the commercials haven't stop. Is it something wrong with Spotify?,payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0085,B,"@115888 needs to add @5413's version of ""What Dreams Are Made Of"" on their site!! I'm not down with that shitty Kids Bop version!!",content_request_or_availability,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0089,A,Are you kidding me @115888 ? In a 50 minute period I got nine minutes of music and the rest was ads come on please stop this I know you guys gotta make money but come on now,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0091,A,hey @115888 where’s the rest of the heathers soundtrack ur making it v hard for me to listen to it when i’m out of the house,content_request_or_availability,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0093,A,@115888 is it a feature to use my password as the very prominently displayed and in clear text username in the app now?   #WTF #netsec miss,account_access_security,,True,account_or_pii,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0094,A,"@SpotifyCares - I'm Premium and it's telling me in not? Why am I seeing ads?
Please sort this out asap",payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0097,A,I’d like to see my @115888 play count for both Twinkle Twinkle Little Star (the hit single) and the album “2017 White Noise for Baby Sleep” #breakingrecords #repeatONE,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0099,B,"@117153 Can I tweet at this account in Spanish?
Because I need help",support_followup_or_complaint,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0101,A,"There really needs to be @115888 feature where you can add a specific part of a song, rather than the whole song, to a playlist.",feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0102,B,@115888 I was paying for a student membership and all of a sudden there’s a premium charge on my account for this month?,payment_billing_subscription,family_or_student_plan,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0103,A,why RBD is not on spotify??? @SpotifyCares,content_request_or_availability,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0105,A,@115888 thanks for over charging me 5 times this month,payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0106,B,@117153 Hello. I am having issues with my Spotify family premium.,family_or_student_plan,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0107,B,@115888 hey I can't get in in my account and can't change the password.,account_access_security,,True,account_or_pii,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0108,B,"@SpotifyCares hi, I need help getting into my Spotify account. My email is no longer in use and I can't reset my password! Help!",account_access_security,,True,account_or_pii,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0110,B,@115888 I got a new debit card and am trying to change my payment information for my account. It’s not allowing me to change anything though. Help,payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0111,A,@SpotifyCares I have the Student discount. I wanted to update my payment method but it shows the full price of 9.99. What should I do?,family_or_student_plan,payment_billing_subscription,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0113,A,@SpotifyCares having some issues,support_followup_or_complaint,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0116,A,@SpotifyCares - any chance you can help? I didn't realise how much I rely on Spotify until I didn't have it any more :( https://t.co/hT2JJxSEsH,support_followup_or_complaint,,False,none,3,['image_only'],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0117,B,@SpotifyCares Why was my account charged 3 times? I don’t know who to contact about this situation. The site just takes me to random question.,payment_billing_subscription,support_followup_or_complaint,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0118,A,@SpotifyCares hello quick question - where do i sign up to get end of year stats? BECAUSE I MISSED OUT LAST TIME :'(,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0119,A,@SpotifyCares please help meeee,support_followup_or_complaint,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0121,B,@SpotifyCares  your customer service is poor.... today I was advised to change the password on my hacked account ... might be a challenge don’t you think ?!,account_access_security,support_followup_or_complaint,True,account_or_pii,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0122,A,Am I the only one who’s Spotify isn’t working right now ? @115888,playback_or_app_issue,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0123,A,Wtf is this lmao @115888 @116602 @118134 https://t.co/Z5ba6HJ7ED,other_unclear,,True,no_actionable_content,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0124,A,"@SpotifyCares Hi, spotify has written off 10 euro’s automatically while it’s not even on my invoice. Could you Please help me?",payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0125,A,@SpotifyCares uh https://t.co/snYdK8YxpJ,other_unclear,,True,no_actionable_content,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0126,A,"I don’t have iTunes,I can’t wait no more to listen to Reputation and I refuse to listen to it illegally,so, @115888 you know what to do....",content_request_or_availability,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0127,B,"@SpotifyCares 
I had fraud on my bank account in August 2016. Since then a subscription of 9.99 for spotify has been coming out of my bank account. I do not have a spotify account. I would like to know who I can cancel this subcription with? is there a customer care phone number?",payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0128,A,Is there anyway you can put your playlist in alphabetical order on @115888 ????,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0129,A,Lost another song from @115888 today just the dumbest shortcut I've ever seen swiping left to remove a song while the same gesture is used to skip a song in album view,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0130,B,"@SpotifyCares hi, i cant log in bcs of the country difference. I have changed it in my settings, but still stuck. I've sent you a DM. Can you help me?",account_access_security,account_settings_change,True,account_or_pii,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0131,A,@SpotifyCares Our family account seems to no longer exist. I have only spotify free and paypal payment not taken. Can you advise?,family_or_student_plan,payment_billing_subscription,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0132,A,@SpotifyCares accidentally revoked a 3rd party app and i can’t re-gain access to it. how do i gain access to it again??,account_settings_change,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0133,A,@SpotifyCares hi. I've got a question. I tried to applied to Student Discount but it wasn't completed. I provided my card details and the transaction is pending. However it doesn't make sense if the subscription wasn't completed? What could I do?,family_or_student_plan,payment_billing_subscription,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0135,A,Damn bih i need to figure out how to get related artists on my @125633  TOO many Bay Area artists snappin... https://t.co/39AJv2P9u1,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0138,B,hey @115888- please create a feature where i can play my playlists backwards. i can’t be the only one who wants to listen to the newest stuff they’ve added first and progress into the older tracks.,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0139,B,@SpotifyCares Hello I've paid for Spotify students but I'm still on free and I can't stand ads,payment_billing_subscription,family_or_student_plan,True,payment_refund,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0140,A,@115888 Hey Spotifyyyyyy! When are you releasing in Indiaaaa? Waiting since so looooong!,content_request_or_availability,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0144,B,"@SpotifyCares I’ve been constantly trying to delete songs in my library but they always seem to come back. I’ve tried already the connect/disconnect method that I was first suggested. Also, it was stated that this is “odd” by the support group, even though if you google the...",library_or_playlist_problem,support_followup_or_complaint,True,explicit_human_request,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0146,B,All I want for Christmas is a @115888 “song-in-loop” feature. Thank you please. #musicocd,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0150,B,@117168 @SpotifyCares @115888 is there a valid reason why I can't edit the order of my playlists on my Android device? That should really be something catered to all devices.,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0151,A,@SpotifyCares I am unable to log in on your website. Pretty much everything i click on throws an error saying to many redirects. I have tried multiple browsers and cleared the cookies on them still no luck.,account_access_security,playback_or_app_issue,True,account_or_pii,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0153,B,@115888 you really need to up your security because my account has gotten hacked 2 times today now... this is not okay!!!,account_access_security,,True,account_or_pii,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
G0155,A,@115888 u ok?,other_unclear,,True,no_actionable_content,3,[],playback_or_app_issue,escalate,none,baseline policy: escalate everything,Sorry to hear that! Please DM us the details and we'll take a look.,,[],,escalate
