item_id,part,root_text,intent_primary,intent_secondary,escalate,reason_code,labeller_confidence_1_3,quality_flags,pred_intent,pred_decision,pred_reason_code,pred_reason,pred_reply,pred_forced_reason,pred_violations,pred_retrieval_max_sim,pred_model_decision
G0019,A,"@SpotifyCares hi, sometimes when I go back on Spotify a song I would never play is on the currently playing.",account_access_security,,True,account_or_pii,3,[],playback_or_app_issue,auto,none,"The customer reports a song they never play appearing in the currently playing section, indicating a playback or app malfunction. Evidence shows SpotifyCares consistently asks for device/OS details and suggests logging out and restarting the device to resolve such issues.","Hey! Can you let us know the device and Spotify version you're using? We'll see what we can suggest. Also, try logging out, restarting your device, and logging back in.",,[],0.31825519602231955,auto
G0020,A,@SpotifyCares any update on when Reputation will be on Spotify?,content_request_or_availability,,False,none,3,[],content_request_or_availability,auto,none,"The customer is asking about the availability of Taylor Swift's 'Reputation' on Spotify, which falls under content availability. The most similar past cases confirm that SpotifyCares responds by stating the track is not yet available and directs users to singles or general content pages.","Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned. For now, check out the singles: https://t.co/3h0TnPWP0c💚",,[],0.5091956631257524,auto
G0021,A,@SpotifyCares hello why I can't find Demi Lovato's song I'll be home for christmas?,content_request_or_availability,,False,none,3,[],content_request_or_availability,auto,none,"The customer is asking why a specific song by Demi Lovato is not available on Spotify, which falls under content availability. The most similar cases show SpotifyCares responding with a standard message about licensing and content availability, which is directly applicable here.",Hey! Sometimes content gets temporarily removed due to licensing changes. We’ll have it available again when possible. More info here: https://t.co/0i8GpimuDa,,[],0.3565194026370505,auto
G0022,B,@SpotifyCares hi Spotify you've sent this link in an email to me to contact you so I'd thought I'd drop you a line. My premium account has been hacked and your customer service is nothing short of atrocious. I hope your night is going better than mine.,account_access_security,support_followup_or_complaint,True,account_or_pii,3,[],account_access_security,escalate,account_or_pii,"The customer states their premium account has been hacked and email changed, which falls under account access security. Evidence shows SpotifyCares directs users to a guide for such cases, but the issue involves account compromise requiring verification — thus escalating to a human for account review.","Hey! Your account has been compromised — we recommend following the steps at https://t.co/QHn3ok8y2n. For security, we'll need to check your account in a private message. Please DM us to proceed.",account_or_pii,[],0.3038571181910587,escalate
G0023,A,"@115888 I think you need to have your security team look into this.
Cc: @123321 @466175 https://t.co/kGwvGpZ0PK",other_unclear,,True,legal_safety_threat,3,[],account_access_security,escalate,account_or_pii,"The customer suspects a security breach and implies unauthorized access, which falls under account access security. Evidence shows SpotifyCares has consistently asked for account email or username in such cases to verify and investigate.",Hey there! We're sorry to hear about this. Can you DM us your account's email address so we can investigate? https://t.co/ldFdZRiNAt,,[],0.29631693148902705,escalate
G0025,A,@SpotifyCares I can’t get Hulu on my premium for students + Hulu account. When I try to log into Hulu I get this message “we’re having trouble authorizing your account with Spotify. Please contact Spotify support to help resolve this issue”,family_or_student_plan,,True,account_or_pii,3,[],account_access_security,escalate,account_or_pii,"The customer is unable to authorize their Hulu account with their Spotify Premium for Students account, indicating a login or authorization issue that requires account-level verification. Evidence shows SpotifyCares consistently requests email or username via DM to investigate such issues, which involves account access.",Hey! Could you DM us your account's email address? We'll take a look and see what's going on https://t.co/ldFdZRiNAt,,[],0.7260178737408783,escalate
G0027,A,"Har stört mig länge nu på att ni har skrivit ""Ditt Bibliotek"", ""Din daily mix"", ""Din musik2. Är det inte tänkt att det ska vara Mitt Bibliotek när det är just min musik, min daily mix och mina spellistor?? @147836 @8199",feature_request_or_feedback,,True,non_english,3,[],library_or_playlist_problem,escalate,non_english,message is not in English; routed to a human,"Thanks for pointing that out! We're aware of the language used in our library features and will consider it. For now, you can reach us via email at https://t.co/ZgU70TbP8M if you'd like to discuss further.",non_english,[],0.38610185110490525,auto
G0028,A,@642 @148611 san na po ang PIN number??? Nakailang ulit ko na to https://t.co/NTSEhz4Wvf,account_access_security,,True,non_english,3,[],content_request_or_availability,escalate,non_english,message is not in English; routed to a human,"Hi! We don't currently offer Filipino support, so we'll reply in English. Could you please clarify what you mean by 'PIN number'? Are you referring to a track, artist, or something else? We'll help check on this!",non_english,[],0.31539487015521916,auto
G0029,A,"@115888
Hello, just paid for premium and am not getting the service",payment_billing_subscription,,True,payment_refund,3,[],payment_billing_subscription,escalate,account_or_pii,"The customer reports not receiving premium access after payment, indicating a billing or entitlement issue. Evidence shows SpotifyCares consistently requests account email or username via DM to investigate, which requires account access and is therefore handled privately.",Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage https://t.co/ldFdZR1cbT,payment_refund,[],0.29810311213988955,escalate
G0034,B,"@117153 Hi I've paid 3 months premium but still free account cab you check on this. Thanks. Here's the ref number LKRVEV91, I've paid again but still free here's the 2nd reference number MUL7GG36",payment_billing_subscription,,True,payment_refund,3,[],payment_billing_subscription,escalate,account_or_pii,"The customer reports being charged for premium but still showing as free, indicating a billing or subscription entitlement issue. Evidence shows SpotifyCares has consistently asked for account email to verify and check the status, which requires account access and is therefore handled in a private DM.",Can you DM us your account's email address? We'll check backstage https://t.co/ldFdZRiNAt,payment_refund,[],0.2866461899840097,escalate
G0036,B,"@115888 i found out that ive been getting charged with a premium in my itunes “subscription” but i have been unsubscribed since september and i’m just on my free account, i can’t find any help feature to reach out to your app CS",payment_billing_subscription,,True,payment_refund,3,[],payment_billing_subscription,escalate,payment_refund,"The customer reports ongoing charges for a premium subscription despite being on a free account and has no access to a help feature, indicating a billing issue that requires account verification. Evidence shows SpotifyCares consistently requests account email and username via DM to investigate such cases.",Hi there! Can you DM us your account's email address and username? We'll take a look backstage https://t.co/ldFdZRiNAt,,[],0.28363009261678424,escalate
G0037,A,"@SpotifyCares  i can't join the Spotify Premium, that i had use it for a while but i can't use it since last week! please help",payment_billing_subscription,,True,payment_refund,3,[],account_access_security,escalate,account_or_pii,the draft hands the customer to DM to check their account; a human takes over there,Hey! Can you DM us your account's email address? We'll take a look backstage https://t.co/ldFdZRiNAt,dm_handoff,[],0.24403076176443864,auto
G0038,A,"So @115888 you kick me off my families Family Plan then your website isn't allowing me to accept the invitation while trying to get back on the plan, why?",family_or_student_plan,,False,none,3,[],family_or_student_plan,escalate,account_or_pii,"The customer is unable to join a Family Premium plan after being kicked off, and requires account-level verification to resolve the issue. Evidence shows SpotifyCares consistently requests email or username via DM for such cases.",Hi there! Can you DM us your account's email address or username? We'll take a look backstage https://t.co/ldFdZRiNAt,,[],0.3030365491144191,escalate
G0039,B,@SpotifyCares I can't get spotify to accept payment so I can upgrade to premium. I want to pay you!!! Please help :),payment_billing_subscription,,True,payment_refund,3,[],payment_billing_subscription,escalate,payment_refund,"The customer is unable to complete a payment to upgrade to Premium, which involves account payment processing. Evidence shows SpotifyCares has previously requested account email to investigate such issues in private, indicating account access is needed to resolve.",We have some more info to share in private. Can we take this to DM by sending over your account's email address? https://t.co/ldFdZRiNAt,,[],0.3386658050706937,escalate
G0040,B,"@115888 I recently updated my account details to claim student discount, however I’m now being charged for Premium and the student price! Please can you help me! 😞",payment_billing_subscription,family_or_student_plan,True,payment_refund,3,[],family_or_student_plan,escalate,payment_refund,"The customer is being charged both Premium and student prices, indicating a billing error related to student discount eligibility, which falls under family_or_student_plan. Evidence shows SpotifyCares consistently requests account details via DM to investigate such cases.",Hey! We're here to help. Can you DM us your account's email address and username? We'll take a look backstage to fix this https://t.co/ldFdZRiNAt,payment_refund,[],0.30133285674447374,escalate
G0042,A,@115888 when is the hi-fi tier coming?,feature_request_or_feedback,,False,none,3,[],feature_request_or_feedback,auto,none,"The customer is asking about the release timeline of the Hi-Fi tier, a product feature. The most similar cases show SpotifyCares responding with a lack of current info and directing users to show support, which matches the evidence.","Hi! We don't have any info to share right now, but you can show your support for Lossless streaming by voting at https://t.co/jA0OzJ0OO3",,[],0.3998140119784736,auto
G0043,A,@127637 des soucis avec la connection @118117 ? Impossible de me reconnecter à ma Play:1 Cc @SpotifyCares @137949,playback_or_app_issue,,True,non_english,3,[],account_access_security,escalate,non_english,message is not in English; routed to a human,Hey! Can you DM us your account's email address? We'll see what we can suggest https://t.co/ldFdZRiNAt,non_english,[],0.3106636098303949,auto
G0044,B,@SpotifyCares please please please help me update my payment info. it’s not working. please help,payment_billing_subscription,,True,payment_refund,3,[],payment_billing_subscription,escalate,account_or_pii,"The customer requests help updating payment info, which involves account access and payment details. Evidence shows SpotifyCares has handled similar cases by asking for account email/username via DM, indicating a need for private channel access to verify and assist.",Hey there! Could you DM us your account's email address or username? We'll take a look backstage https://t.co/ldFdZRiNAt,payment_refund,[],0.5042611618451729,escalate
G0045,A,tell @115888 to fix my album info!,content_request_or_availability,,False,none,3,[],content_request_or_availability,auto,none,"The customer is requesting that Spotify fix album information, which falls under content availability. The most similar case involves a user asking for an album, and SpotifyCares responded by asking for more details about the album. This matches the need for a clarifying question in a public reply.",Hey! Can you let us know the name of the album and your country? We'll take a closer look backstage.,,[],0.2457664162349801,auto
G0047,A,"@SpotifyCares my music is repeatedly being undownloaded or refusing to show up in android. I have cleared caches, reinstalled, managed offline devices and it happens repeatedly - please advise.",playback_or_app_issue,,False,none,3,[],playback_or_app_issue,auto,none,"The customer reports repeated undownloading of music on Android, which matches past cases of offline playback issues. Evidence shows SpotifyCares directed users to a known troubleshooting page for 'Downloads unexpectedly removed'.","Hey! Sorry to hear your music is being undownloaded. Check out the steps under ""Downloads unexpectedly removed"" at https://t.co/38J7tFlIBF. They should help with this. Let us know if it happens again!",,[],0.2749124233313954,auto
G0049,A,@115888 does the app just not work in Fiji or something? Cause I’ve been trying to sign up and it won’t let me😩😭,content_request_or_availability,,False,none,3,[],content_request_or_availability,auto,none,"The customer is asking about Spotify's availability in Fiji and attempting to sign up, which aligns with a content availability request. The most similar cases show SpotifyCares responding with a launch announcement and signup link, which is grounded in the evidence and appropriate for public reply.",Hi there! We're launching regularly in new countries. Sign up here to be first to hear: https://t.co/XDwWzj7cLP. Let us know if you have more questions!,,[],0.29534602344720207,auto
G0050,A,@SpotifyCares you guys say i will resiive a email but still i havnt got anny thing,account_access_security,support_followup_or_complaint,True,account_or_pii,3,[],account_access_security,escalate,account_or_pii,the draft hands the customer to DM to check their account; a human takes over there,Hey there! We'd like to help. Can you DM us your account email? We'll check backstage https://t.co/ldFdZRiNAt,dm_handoff,[],0.2474010437408405,auto
G0051,A,"@115888 nothings working or loading it will only let me play songs i’ve downloaded but home and search and browse option won’t load, this is happening for others as well https://t.co/jasAECJVMd",playback_or_app_issue,,False,none,3,[],playback_or_app_issue,auto,none,"The customer reports that home, search, and browse options won’t load, and only downloaded songs play — a clear app interface malfunction. Evidence E3 shows SpotifyCares asking for a troubleshooting step (log out and restart device) in a similar case, which is grounded and actionable.","Hey! Can you try logging out of Spotify, restarting your device, and logging back in? That often fixes interface issues. Let us know if it helps!",,[],0.24287363325214312,auto
G0052,A,"@115888 I need you to get tools discography available to stream, this is my only Christmas wish",content_request_or_availability,,False,none,3,[],content_request_or_availability,auto,none,"The customer requests the full discography of a specific artist (Tools) to be available for streaming, which falls under content availability. The most similar past cases involve requests for artist discography availability, and SpotifyCares responded by directing users to content information pages. A public reply acknowledging the request and providing the standard content link is appropriate and grounded in evidence.","Hey! We’d love to have all of Tools’ music available, but content availability is decided by rights holders. Learn more here: https://t.co/0i8GpimuDa",,[],0.3410281607594298,auto
G0053,A,"@115888 On my iphone X, when I play an album it jumps to random songs.  Only plays one song from the album then goes to another random song.  Just started to happen over the weekend.",playback_or_app_issue,,False,none,3,[],playback_or_app_issue,auto,none,"The customer reports a malfunction in album playback on iPhone X, specifically random song jumps. The most similar case (E1) shows SpotifyCares asking for device/OS and Spotify version details as a first step, which is grounded and actionable.","Hey! Can you let us know which device/OS and Spotify version you're using? We'll see what we can suggest. To check your Spotify version, tap Your Library > Settings (gear icon) > About.",,[],0.3004270238451241,auto
G0054,A,Does anyone know why @115888 isn't working?,playback_or_app_issue,,False,none,3,[],content_request_or_availability,auto,none,"The customer is asking about the availability of a specific artist or content on Spotify, matching the pattern of a content availability request. The most similar case involves a mixtape not being available, and SpotifyCares responded with a link to content availability information.","Hey there! We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa",,[],0.4966676943820733,auto
G0055,A,I've picked up on @115888 shuffle algorithm and I just want it to be genuinely random. Can you turn off your algorithm for me? Thanks,library_or_playlist_problem,,False,none,3,[],feature_request_or_feedback,auto,none,"The customer requests a change to the shuffle algorithm, specifically asking to turn off the algorithm for genuine randomness. The most similar past cases show SpotifyCares responding with a feedback link and, in one case, a device-specific inquiry. The public reply aligns with the evidence by acknowledging the request and inviting feedback without promising changes or inventing steps.",Hey! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od,,[],0.3875925935478093,auto
G0058,B,"@SpotifyCares hi after of 3 months, how much money would have I pay to listen music? Any feature of Spotify app is free? Why you make services have a cost? Tell me motives please. Thanks",payment_billing_subscription,,False,none,3,[],feature_request_or_feedback,auto,none,"The customer is asking about the cost of Spotify services and the motives behind them, which falls under a feature request or feedback about product design and pricing. The most similar case (E1) shows SpotifyCares responding with a community feedback path, which is consistent with this public reply.",Hey there! We're sorry you feel that way. We suggest adding your vote to the idea to help make it happen. We'll also let our devs know this is something you'd like to see. Let us know if we can help with anything else.,,[],0.33033705860356355,auto
G0059,A,@116130 @SpotifyCares @118062 when will ‘reputation’ be on Spotify!?😫😍,content_request_or_availability,,False,none,3,[],content_request_or_availability,auto,none,"The customer is asking when Taylor Swift's 'Reputation' will be available on Spotify, and the most similar cases show SpotifyCares responding with a standard reply about unavailability and directing to singles. This matches the evidence and requires no account or payment check.","Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c",,[],0.6443854022166877,auto
G0060,A,Is anyone else’s @115888 down??,playback_or_app_issue,,False,none,3,[],playback_or_app_issue,auto,none,"The customer is asking if others are experiencing issues with Spotify, which suggests a potential widespread playback or app malfunction. The most similar cases involve users reporting Spotify issues and asking for device/OS details or a handoff to a private channel. The public reply follows this pattern by asking for specific device and OS details to diagnose the issue.","Hi! That doesn't sound good. Can you let us know what device, OS, and Spotify version you're using? We'd love to help — and if needed, we can take a look in a private message.",,[],0.5242131845648207,auto
G0063,A,"@115888 should publish a “Shuffle All” feature that shuffles all of Your Daily Mixes

@125633 @SpotifyCares @117168",feature_request_or_feedback,,False,none,3,[],feature_request_or_feedback,escalate,draft_invalid,draft failed validity checks (claims_action_taken); routed to a human,Hey! We hear you — a 'Shuffle All' feature for Daily Mixes has been noted and passed to our team. Thanks for the feedback!,draft_invalid,['claims_action_taken'],0.27664240852319166,auto
G0064,B,Hey @115888 pls bring back the touch preview feature. It was the best feature you had ☹️,feature_request_or_feedback,,False,none,3,[],feature_request_or_feedback,auto,none,"The customer requests the return of a specific app feature, matching past cases where SpotifyCares acknowledged the request and directed users to a resource page with more info.",Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions,,[],0.688446748551112,auto
G0066,B,"@SpotifyCares I can't log into spotify application on my computer.   All I get is the message 'service is temporarily unavailable, please try again later. (Error code: 404).  Been like this for a week.  Phone and desktop working fine.",playback_or_app_issue,,False,none,3,[],playback_or_app_issue,auto,none,"The customer reports a consistent error message on their computer indicating service unavailability, which aligns with a playback or app malfunction. Evidence shows SpotifyCares has previously asked for device and OS details to troubleshoot such issues in public.",Hey! Help's here. Can you let us know what device and operating system you're using? We'll check backstage.,,[],0.2845607331192346,auto
G0067,B,"@SpotifyCares 
I want to know if you guys charge for the month past or coming month ??? Please answer me!!",payment_billing_subscription,,False,none,3,[],payment_billing_subscription,auto,none,"The customer is asking about billing cycle timing (past or coming month), which falls under payment billing subscription. The evidence shows SpotifyCares responding to DMs with acknowledgment, but no direct answer to billing cycles. Since no evidence covers the specific question about past vs coming month charges, the reply must be grounded in known policy — which is not present. Thus, the public reply must state the lack of information and ask for clarification.","Hi! We don't have any info on past month charges right now. Could you clarify what you're asking about? For example, is it about billing cycles or a specific charge? We'll help with that.",,[],0.32038526145591073,auto
G0068,A,@SpotifyCares hello I'm trying to sign up for the spotify premium for 3 months THING but every every time I put my bank details and click next it says the site is timed out or something,payment_billing_subscription,,True,payment_refund,3,[],payment_billing_subscription,auto,payment_refund,"The customer is attempting to sign up for a premium subscription and is encountering a timeout error during payment entry, which falls under payment billing subscription. The most similar cases involve signup issues with timeouts or errors, and SpotifyCares has consistently recommended trying a different browser or incognito window as a first step.",Hey there! Can you try signing up using an incognito window or a different browser instead? Let us know how it goes,,[],0.2535439282645538,auto
G0069,A,"Hey @115888 would ❤️ you forever if you could put out a ""Baby, It's Cold Outside""-free holiday playlist 

x, team SG",feature_request_or_feedback,,False,none,3,[],content_request_or_availability,auto,none,"The customer requests a holiday playlist without 'Baby, It's Cold Outside', which is a content availability request. The most similar case (E2) shows SpotifyCares responding to a similar request by acknowledging playlist curation and stating the team uses taste, data, and trends to create playlists, which aligns with the public reply.","Hey! Our curation team creates playlists using taste, data, and trends — we’ll consider your request for a 'Baby, It’s Cold Outside'-free holiday playlist. Thanks for the feedback! 🎄",,[],0.3021533735906361,auto
G0070,B,"@SpotifyCares Should I be worried about having a lot of my saved music under my ""Liked from Radio"" playlist? Is that ever in danger of being deleted/changed/something?",library_or_playlist_problem,,False,none,3,[],library_or_playlist_problem,escalate,account_or_pii,the draft hands the customer to DM to check their account; a human takes over there,"Hi there! Your 'Liked from Radio' playlist is safe and won't be deleted. To help confirm, can you DM us your account email? We'll check it backstage.",dm_handoff,[],0.22047420098466966,auto
G0071,A,nako spotify,other_unclear,,True,no_actionable_content,3,[],other_unclear,escalate,no_actionable_content,message has no actionable text (image-only or empty); a human should look,Hey! We're sorry to hear you feel that way. Can you let us know which country you're in? We'll take a look backstage.,no_actionable_content,[],0.7521605429778241,auto
G0073,A,"@115888 @SpotifyCares yeah... if you could just fix your app, that would be great 👍🏼 https://t.co/kdFUROKRNy",playback_or_app_issue,,False,none,3,[],playback_or_app_issue,auto,none,"The customer requests a general fix to the app, matching the pattern in E1 and E5 where SpotifyCares asks for device/OS details to troubleshoot playback issues. The reply is grounded in evidence and follows a standard troubleshooting step.",Hi there! What device and OS are you using? We'll see what we can suggest.,,[],0.37348157214519595,auto
G0075,B,"@SpotifyCares hey! Thinking about premium but want to know if album art will show in my car. Will be from downloaded music, not streamed. This is important as it's a deal breaker!!",feature_request_or_feedback,,False,none,3,[],feature_request_or_feedback,auto,none,"The customer is asking about album art visibility in the car for downloaded music, which is a feature request. Evidence E4 shows SpotifyCares addressing a similar feature question by explaining that local files are only saved in playlists and offering a link to help. This matches the public reply structure and content.",Hi! Your downloaded music will show album art in your car — as long as it's saved in a playlist. More info: https://t.co/SgMwFS1ONz. We're just a tweet away if you have more questions!,,[],0.2039862830897055,auto
G0076,B,@SpotifyCares I'm trying to update my payment information and it keeps kicking me to Spotify for Students. I'm no longer a student; I just want to update my payment info for a premium account. I think this is a website bug,payment_billing_subscription,family_or_student_plan,True,payment_refund,3,[],payment_billing_subscription,escalate,account_or_pii,"The customer is unable to update payment info and is redirected to Spotify for Students despite no longer being a student. This involves account access and payment settings, requiring verification of account details. Evidence shows SpotifyCares consistently asks for email via DM in such cases.",Hey there! Can you DM us your account's email address? We'll take a look under the hood and see what we can do for you https://t.co/ldFdZRiNAt,payment_refund,[],0.4588740849804636,escalate
G0077,A,Fwd: @spotifycares https://t.co/U3XE32TsG4,other_unclear,,True,no_actionable_content,3,[],feature_request_or_feedback,escalate,no_actionable_content,message has no actionable text (image-only or empty); a human should look,Hi! We're afraid this isn't currently possible. You can help make it happen by voting for the idea here: https://t.co/hlXvRg5Zog. We'll be here if you have other questions 😁,no_actionable_content,[],0.8294964908604632,auto
G0078,A,"Dear .@115888 

STOP DELETING MY DAILY MIXES!",library_or_playlist_problem,,True,anger_churn,3,[],library_or_playlist_problem,escalate,non_english,message is not in English; routed to a human,"Hey! We're sorry to hear that. Can you let us know what device, operating system, and Spotify version you're using? This will help us investigate your daily mixes issue.",non_english,[],0.41636646770836816,auto
G0079,B,@SpotifyCares why was I not notified about needing to re-verify my student account eligibility? I tried to get the student account again and the website now says I’m a student but I still can’t access Hulu. Do I have to wait a whole month? And can the $9.99 be reversed?,family_or_student_plan,,True,account_or_pii,3,[],payment_billing_subscription,escalate,payment_refund,"The customer asks about reversing a $9.99 charge and is unable to access Hulu, indicating a payment and account access issue. Evidence shows SpotifyCares requires account email to investigate, which implies account access is involved. This triggers escalation due to need for personal data verification.",Hey! Can you DM us your account's email address? We'll take a look backstage https://t.co/ldFdZRiNAt,,[],0.25150094322065863,escalate
G0080,A,Appreciate it. https://t.co/7BxCc61d9G,other_unclear,,False,none,3,[],feature_request_or_feedback,escalate,no_actionable_content,message has no actionable text (image-only or empty); a human should look,"Thanks for the kind words! We appreciate your support. If you have any more feedback, just let us know 😊",no_actionable_content,[],0.5276882121394166,auto
G0082,A,"@115888 I was listening to Spotify today, tried now and it's logged me out and won't let me sign back in. Tried to reset password but doesn't recognise my username/email. What's going on???",account_access_security,,True,account_or_pii,3,[],account_access_security,escalate,account_or_pii,the draft hands the customer to DM to check their account; a human takes over there,Hey! That doesn't sound good. Can you DM us your account's email address? We'll take a look backstage https://t.co/ldFdZRiNAt,account_or_pii,[],0.38577088766863077,auto
G0084,B,@117153 I'm premium but the commercials haven't stop. Is it something wrong with Spotify?,payment_billing_subscription,,True,payment_refund,3,[],playback_or_app_issue,escalate,payment_refund,the draft hands the customer to DM about a payment matter; a human takes over there,Hey! Can you let us know your device's make/model and operating system? That might help us troubleshoot the commercials issue. Thanks!,payment_refund,[],0.32418247871912825,auto
G0085,B,"@115888 needs to add @5413's version of ""What Dreams Are Made Of"" on their site!! I'm not down with that shitty Kids Bop version!!",content_request_or_availability,,False,none,3,[],content_request_or_availability,auto,none,"The customer requests a specific version of a song ('@5413's version') over a remix ('Kids Bop version'), aligning with past cases where users request original or clean versions of songs. SpotifyCares has responded by directing users to content availability information or expressing interest in adding songs.",Hey! Where possible we have both versions available. More info here: https://t.co/uKBxlsmKqi,,[],0.27146350818969095,auto
G0089,A,Are you kidding me @115888 ? In a 50 minute period I got nine minutes of music and the rest was ads come on please stop this I know you guys gotta make money but come on now,feature_request_or_feedback,,False,none,3,[],playback_or_app_issue,auto,none,"The customer reports inconsistent ad exposure during music playback, which aligns with playback or app malfunction. Evidence shows SpotifyCares asks if the app crashed during ad-free periods, indicating a potential app-level issue affecting ad-free time. This matches the pattern of troubleshooting in similar cases.",Hey! That doesn't sound right. Did the app crash at any point during your 30-minute ad-free period? That can cause the ad-free time to reset. Thanks for your feedback — we'll pass this along to our team.,,[],0.3109985323570846,auto
